0.003353,1002
0.021764,1002
0.021764,1002
0.021764,1002
0.024822,1002
0.042292,1002
0.057036,1002
0.071387,1002
0.088587,1002
0.11392,1002
0.127825,1002
0.143374,1002
0.16004,1002
0.174008,1002
0.18983,1002
0.205955,1002
0.220705,1002
0.246384,1002
0.260542,1002
0.277264,1002
0.291618,1002
0.307627,1002
0.323401,1002
0.338342,1002
0.363813,1001
0.379136,1001
0.395232,1000
0.410736,1000
0.425306,999
0.439992,999
0.457102,997
0.470951,994
0.496258,991
0.513614,988
0.528063,984
0.543506,982
0.557013,979
0.573868,977
0.589456,975
0.603484,974
0.620324,973
0.645707,972
0.660431,972
0.67546,971
0.691656,971
0.707511,970
0.722464,970
0.738576,969
0.765085,968
0.778735,967
0.794341,966
0.810709,965
0.82438,965
0.840173,963
0.85523,962
0.871378,960
0.8963,959
0.912323,957
0.927866,956
0.942589,955
0.957563,953
0.973898,951
0.990286,950
1.004115,949
1.029663,948
1.045671,948
1.061222,947
1.075697,947
1.090474,946
1.107292,945
1.121526,945
1.146918,944
1.164833,944
1.179203,943
1.194175,942
1.208038,941
1.224839,940
1.239368,938
1.254406,937
1.271534,935
1.296405,933
1.310922,932
1.325795,930
1.34221,928
1.358162,926
1.372643,925
1.389042,923
1.404313,922
1.429009,920
1.444613,919
1.461261,918
1.47521,917
1.490448,915
1.506737,915
1.522272,914
1.547074,913
1.561611,912
1.578433,912
1.592927,912
1.608032,912
1.624874,911
1.638876,910
1.655208,910
1.679961,909
1.696858,908
1.710913,907
1.725261,906
1.740849,905
1.757792,903
1.771979,901
1.798167,900
1.814283,896
1.829348,895
1.844708,892
1.858389,891
1.875427,888
1.889948,886
1.905465,884
1.922361,883
1.946573,882
1.961863,880
1.976467,879
1.994132,878
2.007889,877
2.023584,877
2.039174,876
2.05413,875
2.078668,875
2.094344,874
2.111658,874
2.126706,874
2.1412,873
2.157014,873
2.17283,872
2.197805,872
2.212635,871
2.229258,870
2.243235,869
2.258008,867
2.274861,866
2.289972,864
2.304462,863
2.329822,861
2.347817,860
2.361586,858
2.37673,857
2.391292,855
2.407814,854
2.422954,852
2.437373,851
2.454429,848
2.479811,847
2.494449,844
2.50962,843
2.526139,840
2.541399,838
2.555811,836
2.57245,835
2.597477,833
2.612045,832
2.626632,831
2.64456,829
2.659124,829
2.673414,828
2.689619,827
2.70548,826
2.730058,826
2.745681,825
2.761434,824
2.777166,824
2.791493,824
2.807525,822
2.822986,822
2.837706,821
2.863439,821
2.879477,819
2.894062,819
2.90888,817
2.925667,817
2.940281,816
2.955204,816
2.981005,815
2.997716,814
3.012647,814
3.027264,813
3.042533,812
3.059136,811
3.073188,811
3.087932,808
3.104981,806
3.130454,804
3.145186,802
3.159733,800
3.176824,798
3.191653,796
3.206237,793
3.223742,789
3.237555,788
3.264636,784
3.277938,783
3.295419,779
3.310339,778
3.325069,775
3.341802,773
3.355893,771
3.381979,769
3.396724,768
3.412868,767
3.42781,766
3.442791,765
3.459424,765
3.473542,764
3.488677,764
3.513384,763
3.529946,763
3.544503,763
3.560252,763
3.576026,763
3.592053,763
3.606672,763
3.620503,763
3.638385,763
3.662476,763
3.678139,762
3.69288,762
3.709477,762
3.724333,761
3.738098,761
3.75584,761
3.781723,760
3.796445,759
3.811218,758
3.82666,757
3.842008,757
3.856784,757
3.873155,756
3.887735,755
3.913532,755
3.928605,754
3.945758,753
3.960474,753
3.974904,752
3.991858,752
4.005898,752
4.020533,751
4.046439,751
4.062736,750
4.078449,750
4.093801,748
4.109732,748
4.123947,746
4.138023,746
4.164368,745
4.179689,744
4.195924,743
4.210527,740
4.226141,738
4.242863,737
4.257545,735
4.27193,735
4.288883,731
4.313798,730
4.328486,729
4.343206,728
4.360054,727
4.374153,727
4.38931,726
4.405991,726
4.421177,725
4.446498,725
4.459667,725
4.477651,725
4.493428,725
4.506693,725
4.523251,725
4.53857,724
4.563618,724
4.579395,723
4.595847,723
4.610946,722
4.62612,721
4.642164,720
4.65771,719
4.671311,717
4.696773,716
4.713589,713
4.728718,712
4.743504,710
4.760451,709
4.774919,707
4.79045,706
4.8038,704
4.821198,703
4.846948,701
4.860043,700
4.877506,699
4.893224,699
4.906835,698
4.921453,697
4.938524,696
4.96362,695
4.978176,695
4.99398,694
5.010845,693
5.025762,693
5.040393,693
5.057627,692
5.071095,691
5.09699,690
5.11214,689
5.129129,689
5.143413,688
5.158968,687
5.175295,686
5.190019,686
5.214418,685
5.229965,684
5.24615,683
5.261677,682
5.276276,682
5.29272,681
5.307106,680
5.322628,680
5.34805,678
5.363699,678
5.378622,677
5.392923,676
5.410398,675
5.425233,675
5.44017,675
5.455352,674
5.47196,672
5.496493,671
5.511865,670
5.527557,669
5.54333,667
5.55773,666
5.572321,664
5.589829,663
5.615276,662
5.630189,661
5.645304,659
5.660272,658
5.675847,657
5.69165,656
5.707009,655
5.721317,654
5.747548,653
5.762451,652
5.778635,651
5.793751,650
5.807874,650
5.824595,649
5.839261,649
5.854522,648
5.879574,648
5.896592,648
5.911125,648
5.926231,647
5.942849,647
5.957242,647
5.971963,647
5.998895,646
6.015501,646
6.029926,644
6.04488,644
6.061627,644
6.076056,642
6.090646,640
6.104421,639
6.122126,638
6.146747,637
6.162844,636
6.178949,635
6.193791,633
6.207871,633
6.223836,631
6.240277,630
6.253828,629
6.279636,628
6.29684,628
6.310607,626
6.326048,626
6.340508,624
6.358175,624
6.373086,623
6.398181,623
6.412894,622
6.429298,621
6.444431,621
6.458974,620
6.475724,619
6.48926,619
6.504954,618
6.529995,618
6.54642,617
6.5614,616
6.5771,616
6.593559,615
6.607701,614
6.623786,614
6.636989,613
6.655169,612
6.680374,611
6.694423,611
6.710471,609
6.725521,607
6.740131,606
6.755455,604
6.772189,603
6.797477,601
6.813022,600
6.829148,598
6.843732,597
6.85911,596
6.874323,595
6.891334,594
6.905804,593
6.930472,592
6.947359,591
6.961664,590
6.976729,589
6.992239,589
7.00773,589
7.023251,587
7.038252,587
7.06333,586
7.08067,586
7.094484,586
7.109092,585
7.12661,584
7.140145,584
7.155259,584
7.180439,583
7.197873,582
7.212403,581
7.227487,581
7.243795,580
7.259071,580
7.272379,578
7.287828,578
7.305353,577
7.331031,576
7.34562,575
7.362114,574
7.377165,572
7.391286,571
7.405281,570
7.422845,569
7.438365,568
7.46289,567
7.47944,565
7.495392,564
7.50999,563
7.524793,562
7.540985,560
7.554976,559
7.580498,559
7.597774,557
7.611858,555
7.627337,554
7.642404,553
7.658478,552
7.673139,551
7.68799,550
7.70397,548
7.729783,547
7.745447,547
7.760013,545
7.776199,544
7.790704,542
7.806037,542
7.821353,540
7.83784,540
7.863385,539
7.877566,538
7.895086,537
7.909445,536
7.924146,535
7.939212,534
7.956245,533
7.980233,532
7.995674,529
8.012578,528
8.027448,526
8.042472,525
8.056607,524
8.073183,522
8.087396,521
8.113215,518
8.130535,518
8.14479,516
8.160109,515
8.175279,513
8.190655,512
8.205459,510
8.221036,510
8.237117,509
8.262585,508
8.27742,507
8.292644,506
8.309677,504
8.325022,504
8.337961,503
8.355087,502
8.381085,501
8.396101,501
8.409674,500
8.426728,500
8.442583,499
8.457366,499
8.471928,499
8.488928,498
8.51339,498
8.528058,497
8.544278,497
8.559257,496
8.573256,495
8.588737,494
8.605125,494
8.631475,492
8.645791,491
8.663244,490
8.676814,489
8.691653,488
8.706448,487
8.724485,485
8.737861,484
8.763587,482
8.780869,480
8.79595,478
8.810945,477
8.825406,476
8.84177,476
8.857443,475
8.871075,475
8.887851,474
8.913625,474
8.927468,474
8.943405,474
8.958987,474
8.974403,474
8.989384,474
9.005275,474
9.030841,474
9.046051,474
9.061611,474
9.077764,474
9.092824,474
9.107047,474
9.122808,474
9.138337,474
9.164118,474
9.178861,474
9.195255,474
9.20946,474
9.225639,474
9.239621,474
9.256068,474
9.270984,474
